,autumn,spring,summer,winter
0,0.048377877381881096,0.1495322414486983,0.05851764667122772,0.09569617530667712
1,0.07296050753673411,0.24637498992860407,0.133846951625892,0.06498885037338947
2,0.12831465713947526,0.005107087536367182,0.34759534403918785,0.12890459388394135
3,0.12329791925772543,0.03480960986564002,0.2300351545241415,0.011370593775864968
4,0.03910761462314333,0.019747542261566664,0.4179624043424126,0.007973316146822285
5,0.03124257312769979,0.11243601093536676,0.18914023884130393,0.10993829594502413
6,0.008195746303750582,0.02815326751215341,0.08306581272179667,0.037841044764655996
7,0.05965905868114029,0.11524802786800042,0.011197242901195614,0.04849341081589342
8,0.013013932964258984,0.05773536734379498,0.12287957134339285,0.01937979537092227
9,0.051153027856592335,0.03747972640316433,0.14246898753972878,0.03268977423518659
10,0.04531509183494741,0.03290666088340714,0.0259164494118177,0.0664172248131667
11,0.009704896609067148,0.03971935453285608,0.08041798649213228,0.041394083250279406
12,0.020868409271783017,0.025903964839584126,0.06359826933500061,0.025255881249459624
13,0.04340709539548889,0.033057811995856834,0.045343559096466694,0.013166051824868324
14,0.010706923734231794,0.026562636338839707,0.164189774686551,0.0026855200729315465
15,0.02232642655249309,0.04231430143967341,0.04951608820318502,0.031094088346741596
16,0.039081871211058154,0.005087026618904533,0.11295812797710861,0.15185680550693514
17,0.0749835859623098,0.030677285119585784,0.014730414937226627,0.11628990411535138
18,0.14567574476236936,0.014246569544467345,0.025306536813088223,0.061627378314481555
19,0.20322752734347352,0.015489429354256677,0.03606808421035795,0.023913853361085643
20,0.20307459829714664,0.2779749060364561,0.02381732596218716,0.04664980806099477
21,0.18815323986050814,0.08107038220514172,0.28372163478301726,0.0712231926175238
22,0.11237749637078402,0.12819653140644016,0.20023551435067866,0.047376951859092735
23,0.01314592294546929,0.13211613885103834,0.20359198526029187,0.08686377768305571
