,linint,fillmodel,debmodelReg,debmodelMeanbias,debmodelTvar
1,0.04327877500000011,1.1327678048692447,0.9569313079606221,0.9719053789476406,1.0910565733952662
3,1.4201561124999995,0.8847687456000024,1.1548612693972637,1.2365720618284657,1.4012937967897419
5,1.0273560111111117,1.9894936467603537,1.1521078117880768,1.168929828682327,1.4150838470301796
7,0.9789059517857146,1.0267482898859779,0.8030335903709791,0.7608758873114531,0.9283720222698779
10,2.371921914545455,1.114268921076938,1.0241726769407562,1.1157046051001305,1.090117839524096
20,9.852537527539683,1.3325117054357127,0.8826957607728524,0.8627016510071345,0.8193258027944823
30,17.278807468064517,2.2096228929426625,2.0671486082688726,1.9504894252812204,2.0696310537087133
336,27.289393952146035,1.4878102653163416,1.2538983337804195,1.2435850560278863,1.3372385261827024
