,autumn,spring,summer,winter
0,0.07419403136689429,0.21595528846257406,0.044775926322999204,0.1421387485219572
1,0.0996935005341165,0.33738589691601806,0.2077111463262303,0.10262400211282247
2,0.17555333855475144,0.04416466290539134,0.38384421772660493,0.1839444990981977
3,0.1702404960177376,0.035837030289948224,0.3208439958915292,0.03677283943579224
4,0.03431665450262244,0.13200579878619317,0.5255145906454524,0.0400707840672097
5,0.03349395383581238,0.09707915253487152,0.3359994587707131,0.14506022163479712
6,0.00750925126307056,0.1375371583565428,0.12688933778651224,0.08082430981104832
7,0.10137654277391299,0.25310930439866214,0.05498505001782982,0.02568530349256526
8,0.011800596352555646,0.19316739965640423,0.08709617474361918,0.009214677935672932
9,0.03213955472428325,0.12116449785913795,0.06676101649571231,0.01294114887753417
10,0.004251992288387907,0.09078124804219834,0.08353719220306988,0.06348522986711735
11,0.034975287379454205,0.027915910876025848,0.048114425268379724,0.009146407435343784
12,0.03479258287789055,0.031226755021130228,0.015980411429607457,0.012653639644037096
13,0.002661342278374168,0.03460968001283973,0.04169914863879098,0.02375131088749943
14,0.03323855223311106,0.004496442961735236,0.11924719451330035,0.030302965525218047
15,0.021088676044019483,0.03868623584282982,0.06579950511454377,0.0005281142221609247
16,0.03622714939832216,0.015648405664980797,0.1562284816875732,0.1576460501722166
17,0.0733429787259623,0.03663320517613299,7.826498856633445e-05,0.10804622235451777
18,0.163249887114004,0.007795565161934637,0.01747822394108356,0.053312927436322925
19,0.24152005686564193,0.03210378320923302,0.012963289208227256,0.06196404714712894
20,0.25187296354993033,0.35833080472389506,0.039928866230904525,0.04147134232439148
21,0.21759079297183773,0.12997453441452622,0.38043528752421935,0.08237479173516421
22,0.03575774115552965,0.20969906896533883,0.29629152758605265,0.05522192813820892
23,0.11894265902113553,0.18485248392402065,0.17567750806148918,0.0986510201050239
